filter_method,classifier,accuracy,precision,recall,F1,MCC,Balanced_accuracy,total_time,features
CHI,svm,0.9499298081422555,0.8502050228681121,0.8075849589770051,0.8126943609488618,0.9071882548346071,0.8075849589770051,1.7572786808013916,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,knn,0.9499298081422555,0.8767890843071644,0.8621004109399987,0.8689810705290583,0.9072945946808285,0.8621004109399987,0.2796452045440674,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,svm,0.9499298081422555,0.8502050228681121,0.8075849589770051,0.8126943609488618,0.9071882548346071,0.8075849589770051,1.3845000267028809,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,knn,0.9499298081422555,0.8767890843071644,0.8621004109399987,0.8689810705290583,0.9072945946808285,0.8621004109399987,0.30959486961364746,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,svm,0.9499298081422555,0.8502050228681121,0.8075849589770051,0.8126943609488618,0.9071882548346071,0.8075849589770051,1.1869878768920898,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,knn,0.9499298081422555,0.8767890843071644,0.8621004109399987,0.8689810705290583,0.9072945946808285,0.8621004109399987,0.2994649410247803,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,svm,0.9499298081422555,0.8502050228681121,0.8075849589770051,0.8126943609488618,0.9071882548346071,0.8075849589770051,1.3984007835388184,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,knn,0.9499298081422555,0.8767890843071644,0.8621004109399987,0.8689810705290583,0.9072945946808285,0.8621004109399987,0.21820592880249023,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,svm,0.9499298081422555,0.8502050228681121,0.8075849589770051,0.8126943609488618,0.9071882548346071,0.8075849589770051,1.0991456508636475,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,knn,0.9499298081422555,0.8767890843071644,0.8621004109399987,0.8689810705290583,0.9072945946808285,0.8621004109399987,0.30847692489624023,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
CHI,svm,0.9499298081422555,0.8502050228681121,0.8075849589770051,0.8126943609488618,0.9071882548346071,0.8075849589770051,0.9428048133850098,"['meanX', 'maxX', 'meanX2', 'sdX2', 'sdZ2', 'sdMagnitude2']"
